# Reviewed expectations: Linux root NFSv3 adapter, not native FUSE conformance.
# First root review: 2026-09-20, pjdfstest 85a8aea9e685999ef0540392fd80535f873d7ff7.
# Review, source dependencies and isolated supported-kind check:
# docs/bugs/2026-09-20-pjdfstest-device-fixture-cascades.md
# A-26 authorizes FIFO/socket metadata; block/character devices remain refused.
# NFS-OPEN and NFS-TIME are client/wire limits, not shared VFS exclusions.
# This initializes the root review left pending in conformance.md section 3.4.
# One case per line; no file wildcard. Unlisted failures, listed passes and absent
# listed cases fail the gate. This list can only shrink after this review.
# The historical transport slug is native-linux-fuse; the record remains LIMITED.
# Device names are never substituted, and the upstream suite is never patched in CI.

tests/rename/10.t:1051  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1053  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1054  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1057  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1059  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1065  A-26 refuses the char-to-socket test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1067  A-26 refuses the char-to-socket test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1073  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1075  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1079  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1080  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1083  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1085  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1087  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1093  A-26 refuses the char-to-fifo test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1095  A-26 refuses the char-to-fifo test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1097  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1098  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1101  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1103  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1105  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1106  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1109  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1111  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1117  A-26 refuses the char-to-socket test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1119  A-26 refuses the char-to-socket test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1125  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1127  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1131  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1132  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1135  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1137  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1139  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1145  A-26 refuses the char-to-fifo test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1147  A-26 refuses the char-to-fifo test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1149  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1150  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1153  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1155  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1157  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1158  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1161  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1163  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1169  A-26 refuses the char-to-socket test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1171  A-26 refuses the char-to-socket test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1177  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1179  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1183  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1184  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1187  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1189  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1191  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1197  A-26 refuses the char-to-fifo test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1199  A-26 refuses the char-to-fifo test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1201  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1202  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1205  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1207  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1209  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1210  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1213  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1215  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1221  A-26 refuses the char-to-socket test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1223  A-26 refuses the char-to-socket test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1229  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1231  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1235  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1236  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1239  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1241  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1243  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1249  A-26 refuses the char-to-fifo test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1251  A-26 refuses the char-to-fifo test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1253  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1254  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1257  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1259  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1261  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1262  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1265  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1267  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1273  A-26 refuses the char-to-socket test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1275  A-26 refuses the char-to-socket test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1281  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1283  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1287  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1288  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1291  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1297  A-26 refuses the char-to-fifo test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1301  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1302  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1303  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1305  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1306  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1307  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1308  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1309  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1311  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1312  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1315  A-26 refuses the char-to-socket test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1321  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1325  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1327  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1328  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1331  A-26 refuses the char-to-regular test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1337  A-26 refuses the char-to-fifo test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1341  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1342  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1343  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1345  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1346  A-26 refuses the char-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1347  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1348  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1349  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1351  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1352  A-26 refuses the char-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1355  A-26 refuses the char-to-socket test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1361  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1365  A-26 refuses the char-to-symlink test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1385  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1386  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1393  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1394  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1437  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1438  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1445  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1446  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1489  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1490  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1497  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1498  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1541  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1542  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1549  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1550  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1593  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1594  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1601  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1602  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1641  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1642  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1643  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1644  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1645  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1647  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1648  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1649  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1650  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1651  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1652  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1655  A-26 absent device destination lets the preceding sticky-target rename consume its socket source; this socket iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:1656  A-26 absent device destination lets the preceding sticky-target rename consume its socket source; this socket iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:1661  A-26 absent device destination lets the preceding sticky-target rename consume its socket source; this symlink iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:1662  A-26 absent device destination lets the preceding sticky-target rename consume its socket source; this symlink iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:1665  A-26 absent device destination lets the preceding sticky-target rename consume its socket source; this symlink iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:1681  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1682  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1683  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1684  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1685  A-26 refuses the socket-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1687  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1688  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1689  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1690  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1691  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1692  A-26 refuses the socket-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1695  A-26 absent device destination lets the preceding sticky-target rename consume its socket source; this socket iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:1696  A-26 absent device destination lets the preceding sticky-target rename consume its socket source; this socket iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:1701  A-26 absent device destination lets the preceding sticky-target rename consume its socket source; this symlink iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:1702  A-26 absent device destination lets the preceding sticky-target rename consume its socket source; this symlink iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:1705  A-26 absent device destination lets the preceding sticky-target rename consume its socket source; this symlink iteration inherits that absence (DEVICE-STICKY).
tests/rename/10.t:1725  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1726  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1733  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1734  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1777  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1778  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1785  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1786  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1829  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1830  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1837  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1838  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1881  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1882  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1889  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1890  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1933  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1934  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1941  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1942  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1981  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1982  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1983  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1984  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1985  A-26 refuses the symlink-to-block test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1987  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1988  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1989  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1990  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1991  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1992  A-26 refuses the symlink-to-char test's device fixture; rename/inode/owner assertions inherit absent or moved names (DEVICE-STICKY).
tests/rename/10.t:1995  A-26 absent device destination lets the preceding sticky-target rename consume its symlink source; this socket iteration inherits that absence (DEVICE-STICKY).
